author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
ALFA real estate,real_estate_agent,https://www.cian.ru/sale/flat/295612021/,Москва,sale,flat,16,27,3,65.1,-1,0,38950000,Хорошевский, Зорге,9к2,Зорге,Рихард
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/240713517/,Москва,sale,flat,9,9,3,68.0,-1,0,32000000,Тверской,Оружейный переулок,25С1,Маяковская,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/294734371/,Москва,sale,flat,9,21,3,108.0,-1,0,120000000,Пресненский,2-я Звенигородская ,12С19,Улица 1905 года,Lucky
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/297960461/,Москва,sale,flat,4,5,3,130.2,-1,0,215000000,Басманный,Потаповский переулок,6,Чистые пруды,Абрикосов
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300773101/,Москва,sale,flat,8,9,3,72.3,-1,0,25500000,Ломоносовский, Архитектора Власова,10,Профсоюзная,
ЛюксДом,real_estate_agent,https://www.cian.ru/sale/flat/301628722/,Москва,sale,flat,18,22,3,116.2,-1,0,74990000,Хорошевский,Чапаевский переулок,3,Аэропорт,Триумф-Палас
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/298998407/,Москва,sale,flat,31,53,3,82.5,-1,0,45400000,Хорошево-Мневники, Народного Ополчения,15К3,Народное Ополчение,Wellton Towers
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/299992195/,Москва,sale,flat,4,17,3,73.5,-1,0,13250000,Некрасовка,Рождественская ,21к5,Некрасовка,
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/300005884/,Москва,sale,flat,4,6,3,185.0,-1,0,235722960,Хамовники, Остоженка,11,Кропоткинская,Остоженка 11
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/291636518/,Москва,sale,flat,5,7,3,172.26,-1,0,392643319,Хамовники, Ефремова,19к4,Спортивная,Knightsbridge Private Park
OPN PARTNER,real_estate_agent,https://www.cian.ru/sale/flat/301254689/,Москва,sale,flat,7,22,3,92.0,-1,0,18890000,Бирюлево Восточное,6-я Радиальная ,вл7к28,Царицыно,Царицыно-2
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/299925925/,Москва,sale,flat,18,50,3,115.7,-1,0,75000000,Хорошевский,Чапаевский переулок,3,Аэропорт,Триумф-Палас
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/299771688/,Москва,sale,flat,10,11,3,105.0,-1,0,141442907,Дорогомилово,Кутузовский проспект,12,Москва-Сити,Кутузовский XII
MERSI,real_estate_agent,https://www.cian.ru/sale/flat/292752282/,Москва,sale,flat,6,10,3,60.5,-1,0,23700000,Якиманка,Ленинский проспект,3,Октябрьская,
Novel Estates,real_estate_agent,https://www.cian.ru/sale/flat/301162137/,Москва,sale,flat,6,34,3,95.1,-1,0,57900000,Хорошево-Мневники,Шелепихинская набережная,34к2зд2,Шелепиха,
ЛИДЕР Риэлти,real_estate_agent,https://www.cian.ru/sale/flat/292643004/,Москва,sale,flat,10,34,3,120.0,-1,0,45900000,Аэропорт,Кочновский проезд,4к2,Гражданская,Аэробус
Арт Риэлти,real_estate_agent,https://www.cian.ru/sale/flat/301065658/,Москва,sale,flat,21,24,3,87.1,-1,0,62000000,Хорошево-Мневники,Живописная ,21А,Народное Ополчение,Дом Серебряный Бор
Елена Иванова,realtor,https://www.cian.ru/sale/flat/301563668/,Москва,sale,flat,10,15,3,67.9,-1,0,48900000,Беговой,Северный ао,к3,Белорусская,Слава ЖК
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/300835738/,Москва,sale,flat,15,25,3,96.0,-1,0,43000000,Филевский парк,Береговой проезд,5Ак4,Фили,Фили Град
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300539729/,Москва,sale,flat,5,5,3,80.0,-1,0,45000000,Тверской,Садовая-Триумфальная ,16С1,Маяковская,
Yhome,real_estate_agent,https://www.cian.ru/sale/flat/297776226/,Москва,sale,flat,6,21,3,128.0,-1,0,127000000,Пресненский, Костикова,4к2,Улица 1905 года,Lucky
ЛюксДом,real_estate_agent,https://www.cian.ru/sale/flat/299603765/,Москва,sale,flat,5,12,3,85.7,-1,0,52990000,Сокол, Врубеля,4к1,Сокол,Врубеля 4
BERI,real_estate_agent,https://www.cian.ru/sale/flat/297363627/,Москва,sale,flat,4,6,3,75.0,-1,0,56890000,Хамовники,переулок Плотников,10,Смоленская,
Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/299363920/,Москва,sale,flat,15,28,3,63.3,-1,0,33250000,Раменки,Винницкая ,8к2,Раменки,Настоящее
Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/295684586/,Москва,sale,flat,11,13,3,82.9,-1,0,42700000,Раменки,Винницкая ,8С5,Раменки,Настоящее
ID 89000637,unknown,https://www.cian.ru/sale/flat/297157815/,Москва,sale,flat,3,4,3,80.5,-1,0,14400000,, Бориса Житкова,8к1,Ольховая,
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/300564787/,Москва,sale,flat,25,41,3,114.0,-1,0,75000000,Хорошевский,Ленинградский проспект,37/6,Аэропорт,Прайм Парк
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/300378773/,Москва,sale,flat,5,14,3,142.0,-1,0,230000000,Хамовники,Погодинская ,4,Фрунзенская,GRAND DELUXE на Плющихе
Delight  Realty,real_estate_agent,https://www.cian.ru/sale/flat/300016466/,Москва,sale,flat,2,4,3,87.1,-1,0,49500000,Тверской,Воротниковский переулок,7С4,Маяковская,
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300439781/,Москва,sale,flat,5,11,3,142.0,-1,0,230000000,Хамовники,Погодинская ,4,Фрунзенская,GRAND DELUXE на Плющихе
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/263883005/,Москва,sale,flat,4,24,3,136.0,-1,0,98000000,Раменки,Ломоносовский проспект,25к3,Университет,Dominion
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/296403911/,Москва,sale,flat,2,6,3,121.0,-1,0,50900000,Покровское-Стрешнево,Береговая ,4К2,Стрешнево,Покровский берег
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/300194610/,Москва,sale,flat,3,21,3,92.2,-1,0,95000000,Пресненский,2-я Звенигородская ,14,Улица 1905 года,Lucky
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301632819/,Москва,sale,flat,25,37,3,114.0,-1,0,80000000,Хорошевский,Ленинградский проспект,37/6,Аэропорт,Прайм Парк
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/282406814/,Москва,sale,flat,4,13,3,130.0,-1,0,100443639,Пресненский,Большая Грузинская ,19,Баррикадная,
Novel Estates,real_estate_agent,https://www.cian.ru/sale/flat/301247843/,Москва,sale,flat,5,7,3,89.0,-1,0,85000000,Пресненский,Садовая-Кудринская ,32С2,Маяковская,
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/301133746/,Москва,sale,flat,15,24,3,95.0,-1,0,120000000,Пресненский,Мантулинская ,9к5,Москва-Сити,City Park
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/298565480/,Москва,sale,flat,13,22,3,94.0,-1,0,72300000,Хорошево-Мневники,Живописная ,21А,Народное Ополчение,Дом Серебряный Бор
Северная слобода,real_estate_agent,https://www.cian.ru/sale/flat/284287955/,Москва,sale,flat,1,4,3,83.3,-1,0,27600000,Северный,Дмитровское шоссе,122Гк1,Физтех,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/294051481/,Москва,sale,flat,6,8,3,142.8,-1,0,214000000,Якиманка,Софийская набережная,34,Новокузнецкая,Софийский
Century 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/300415407/,Москва,sale,flat,1,19,3,115.0,-1,0,35500000,Хорошево-Мневники,Шелепихинская набережная,34к1зд4,Шелепиха,Сердце Столицы
Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/299244990/,Москва,sale,flat,21,25,3,113.5,-1,0,60000000,Раменки, Янковского,1к1,Аминьевская,Событие
Novel Estates,real_estate_agent,https://www.cian.ru/sale/flat/301247853/,Москва,sale,flat,17,32,3,84.0,-1,0,82026000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
MadeState,real_estate_agent,https://www.cian.ru/sale/flat/301309102/,Москва,sale,flat,8,9,3,102.0,-1,0,61200000,Замоскворечье,Космодамианская набережная,40-42С3,Павелецкая,
На Петровке,real_estate_agent,https://www.cian.ru/sale/flat/299960510/,Москва,sale,flat,3,5,3,142.0,-1,0,110500000,Замоскворечье,Садовническая ,29,Новокузнецкая,BALCHUG RESIDENCE
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/295467317/,Москва,sale,flat,3,6,3,159.0,-1,0,290000000,Хамовники,переулок Хилков,5,Парк Культуры,Особняк в Хилковом переулке
Центральный Департамент Недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/295212920/,Москва,sale,flat,19,24,3,86.0,-1,0,23500000,Северное Бутово, Грина,1к8,Бульвар Дмитрия Донского,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/296838583/,Москва,sale,flat,3,21,3,92.12,-1,0,95000000,Пресненский,2-я Звенигородская ,12С19,Улица 1905 года,Lucky
Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/296574070/,Москва,sale,flat,2,6,3,93.8,-1,0,90000000,Арбат,Поварская ,8/1к1,Арбатская,De Luxe квартал апартаментов 
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/300640756/,Москва,sale,flat,5,6,3,47.0,-1,0,18500000,Мещанский, Гиляровского,56,Проспект Мира,
Винидиктов и Партнеры,real_estate_agent,https://www.cian.ru/sale/flat/294622608/,Москва,sale,flat,5,6,3,160.0,-1,0,197000000,Замоскворечье,Садовническая набережная,7,Новокузнецкая,BALCHUG VIEWPOINT
EXCLUSIVE CITY,real_estate_agent,https://www.cian.ru/sale/flat/301402981/,Москва,sale,flat,30,73,3,185.0,-1,0,95000000,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц
Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/299850176/,Москва,sale,flat,5,16,3,65.8,-1,0,17000000,Лианозово,Череповецкая ,13,Алтуфьево,
Артем Ченцов,realtor,https://www.cian.ru/sale/flat/300681399/,Москва,sale,flat,23,28,3,91.7,-1,0,40000000,Филевский парк,Береговой проезд,1А,Фили,мой адрес На Береговом
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/297872122/,Москва,sale,flat,7,9,3,160.8,-1,0,292199679,Тверской,1-я Тверская-Ямская ,2,Маяковская,Vesper Tverskaya
Alliance Agency Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/300563124/,Москва,sale,flat,22,22,3,63.0,-1,0,24200000,Ярославский, Красная Сосна,3,ВДНХ,Настроение
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/296084770/,Москва,sale,flat,7,24,3,93.0,-1,0,99000000,Пресненский,Мантулинская ,9к5,Москва-Сити,City Park
